0x27E0b03E76d751168785b8BEf08e8031075FF695,3561643.84
0x9d1C2445049e3504485E05467c0168F042E936A2,6666666.667
0xfc3712e34cce68fe098329cbc3007281657a7e1e,472090.5
0x00ad7662b9b68222408919c118ba11c61dac9e98,734163.8333
0x47c91d07535d07bE710D4A99834B9a4715fdc946,793745.6667
0x9427c5f8C868c2e75C921d17b6F0631ac4147470,1833406.67
0x4300964d769B6f33Ce673e640A9f97A7AB9d7bEa,333346.6672
0x44498763f5a19729AF40Bc4102c089CF88963C86,633358.6677
0xbD999E9A76784dcdfB6C482be12f8146d69CFb27,633358.6677
0x7aEFB0B020Cdc818967257FA04709ED4A4c762BA,600024.001
0x8216ABf3032e63483B7664A50234B17BEF3dC2c9,600024.001
0xbd4937628ba09f5c6F7d2a1d3C1b8C25120063b0,481685.9341
0xDAF30b71703D099F87A46b83Dc98502395660768,533354.6675
0x65883794aD47435C1C46D08a92CC01cbB336D64B,205008.2003
0x5b6351A75F67Ac1E01EdD9afDA2Fa585a8f67f7a,396682.534
0xE1C19fEa7Af37356f021807c22055B53833bb0B3,466685.3341
0xB9c0A0A205dc0914c22622A47FE96c50Af045eA7,93337.06682
0x9bBbcC8188d5921955EF6b5854935d69f24b15f4,233342.667
0x839e5849D7537Dc2C5bD17a6afa974011ed3023b,233342.667
0xb657dcFF6063318a05Ca4BFC871a6289c7436D2A,2166753.337
0x8737581E027332d7CAB974c3505719B6c83bB12E,650026.001
0xaEc9C6034B2E18C1Fe1a3EB64E1211Dd7C8D7910,400016.0006
0xaBbcA81fc0501598120b97E26276B95d3c040097,400016.0006
0x1Bf1cDBe67Faa338CBe61d0e92efA5DF5c1EB6A0,400016.0006
0x77A6481796e53cF7976094c5B12Bc826676caf2B,366681.3339
0x37F2D87A220dF7791b6c040f1eef2671A26B107d,300012.0005
0x25FaE30b24774dcc859D23f503bF6A2f02E8eBF8,750030.0012
0x8DE21F3ABc487c4724DF570ce39c4BEa97D8a846,300012.0005
0xA8bd707A1C79683905507583331f84279bcE4BE7,1079246.57
0x6Fbc23b166E6c0a4dDEB586c13d974B6b4AA5AC4,200008.0003
0x438028BAa9dC45a4DAc1332362A98dB7C7FD93f5,2184873.95
0x4449E8982fc2B9D7951E5EA61eD34B747780fDc9,2423025.21
0x7828813Db5D589cBe24Bb16Fdab41658c8958060,2423025.21
0x61B6fF5024B8Eb829d3F1421fc4Ae227F71551f7,2423025.21
0x3092A0fB0626f88415CaA77d4e7cC46703F3B72e,2423025.21
0x00FBe9CF122c5825fD6E77Bfc25fCEe3c8D3A96E,2423025.21
0x1A6cDBA7651F1604E3d8Ec75e2442f22A3d8Fb2C,2399349
0xD7E5549898989B77d55962F4045d700803F3f45B,1363360
0x55C044Ba81B711a7a0C1226B7124e2a5559c2AB9,1016141
0x4fEdfEF3fA3e0E8345f36dB7251207277F4B98D5,1929718
0xcb4D10A8CA4d72389f0e49f4B321Ff70bf41f2fd,2891432
0x8457DD612F6E155E1C86D6D8F8D00b3f81B081D6,47700.25
0xBF078EaE2b7021DbeB160e289491B4104319Ae87,56449.25
0x896680aC288Ff3c579e33DaE140F004FaE0D1190,60476.58333
0x207D897724D09364e5620E93c6070c4975f74a61,74689.33333
0xae6ea82B6b2FD7eF96d843741d249A821e3e696A,88486.83333
0x146f078b21BECa8848776279D83f282B50874A80,85728
0x5B136a3676c2e0d831d31c6550E8514CaF496D3c,119803.0833
0xd69846b166739De0eCfd1c047255E60ed3138586,204080.3333
0x7ec2c28FA439f9c039a0CcCBeBbF4e249ca9db92,123913.6111
0x3647550EcD40d2Af9dA6A4F92E2f230C8D9Eb5Ac,153493.8611
0x067CDE40DF9DEF73452e172f70FCb83FAbEF8B5C,62956.63889
0x21E7f92fd8C7827521Aa4611FA1387D51928B3D1,152805.7222
0x6cfec9031925aC00DFA9D6D42f11f06a5Eb54C75,85738.52778
0x4aEE60f664D00A2d449d1eb0837b61Db3e2E4797,145164.6389
0xFd3f94e6b0c52C4c6109f741F4DF2c5E8Bf38240,145473.6111
0x582dBa51EB6A034bf4098EC4b013B42b3EF875ba,15261.94444
0x17da0C39f6fbb87Ef964367152052Bae29319702,42900.27778
0x34B1f860A186Ae0e5Cd5227CD02333CD41aB9c9F,60001.61111
0xF6e7eeBF087554772934634CA60501664147E6B4,52653.66667
0x9542c003a3fB790d4766cfeF9B8e40b707630332,26505.16667
0xc4Afd94c9B76e3eA5f877C787a287957114ACb41,45906.66667
0x043BA4fb72729755c792659AC1f6F070bf634890,31779.61111
0xa85165cfC65dE422443BC90e0081cfddc1e6BC87,51364.11111
0x855b002288Cac7cA15A867779509dE074DEe69B6,150000
0x0079cBf89D1C56E715E845E8Ca66212b4dC87C5A,1000000
0x705DaF8FcEF80CFF342Ac06fF4e8cC222e3d2923,600000
0x9Db59E067968a2F73830846bD14Df6242f19875a,600000
0xf506B355d7579665cF83C9a641F10D23c42c9a82,350000
0x6027dE343F8Ed5c9B1d89D08E3b80F2A6dDc88D7,33333.33333
0x37139a7f63d7E092bD7273BffA1CD9DB8F28bD05,100000
0x42D2184dac8580e6224b361A36CA3a917F7EA67b,12500
0xA350D1Db515245706b193C2AA5FBb647B3bBCca8,26666.66667
0x23d5a869a6653bf922dcc4e44d9da3eae220b88f,50000
0x8fa7b914ff552d6f5250152765d2e791c4e51f8e,23333.33333
0xb89482C1890b57B4074b5a4e5284a2a2a385eA35,166666.6667
0xa50AC3dDFDdfA6F62140A7d578bB71ce0322c311,50000
0x30906cF2cF12AdD970f56D2453aDAeCB271DB5B3,150000
0x486E2f387478a37c0879e91b684BC559c431d419,125000
